salesOrderId,orderDate,dueDate,shipDate,status,salesOrderNumber,purchaseOrderNumber,accountNumber,territory,billToAddress,shipToAddress,creditCardId,creditCardApprovalCode,currencyRateId,subTotal,taxAmount,freight,totalDue
44004,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44004,,10-4030-028061,Southwest (United States),"3234 Royal Arch Court-Burlingame, California, United States","3234 Royal Arch Court-Burlingame, California, United States",14278.0,1131883Vi74032,,3578.27,286.2616,89.4568,3953.9884
44005,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44005,,10-4030-026629,Canada (Canada),"9397 N. 8th Street-Metchosin, British Columbia, Canada","9397 N. 8th Street-Metchosin, British Columbia, Canada",12059.0,433799Vi62318,641.0,699.0982,55.9279,17.4775,772.5036
44006,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44006,,10-4030-016744,Australia (Australia),"3710 Via Appia-North Ryde, New South Wales, Australia","3710 Via Appia-North Ryde, New South Wales, Australia",9929.0,534556Vi51094,639.0,3578.27,286.2616,89.4568,3953.9884
44007,2011-07-19T00:00:00,2011-07-31T00:00:00,2011-07-26T00:00:00,Shipped,SO44007,,10-4030-025555,Australia (Australia),"3920 Valley Run-Milsons Point, New South Wales, Australia","3920 Valley Run-Milsons Point, New South Wales, Australia",1535.0,635433Vi7868,639.0,699.0982,55.9279,17.4775,772.5036
44008,2011-07-20T00:00:00,2011-08-01T00:00:00,2011-07-27T00:00:00,Shipped,SO44008,,10-4030-027678,Northwest (United States),"6440 Co Road-Lake Oswego, Oregon, United States","6440 Co Road-Lake Oswego, Oregon, United States",1166.0,330208Vi5908,,3578.27,286.2616,89.4568,3953.9884
44009,2011-07-20T00:00:00,2011-08-01T00:00:00,2011-07-27T00:00:00,Shipped,SO44009,,10-4030-027759,Northwest (United States),"325 Meager Dr-Renton, Washington, United States","325 Meager Dr-Renton, Washington, United States",10257.0,930212Vi52949,,3578.27,286.2616,89.4568,3953.9884
44010,2011-07-20T00:00:00,2011-08-01T00:00:00,2011-07-27T00:00:00,Shipped,SO44010,,10-4030-013680,United Kingdom (United Kingdom),"37 Amaranth Way-Warrington, England, United Kingdom","37 Amaranth Way-Warrington, England, United Kingdom",1971.0,931021Vi10275,659.0,3578.27,286.2616,89.4568,3953.9884
44011,2011-07-20T00:00:00,2011-08-01T00:00:00,2011-07-27T00:00:00,Shipped,SO44011,,10-4030-013514,Germany (Germany),"Kappellweg 613-Eilenburg, Brandenburg, Germany","Kappellweg 613-Eilenburg, Brandenburg, Germany",19150.0,931129Vi99531,656.0,3578.27,286.2616,89.4568,3953.9884
44012,2011-07-20T00:00:00,2011-08-01T00:00:00,2011-07-27T00:00:00,Shipped,SO44012,,10-4030-011052,Australia (Australia),"2514 Via Cordona-Matraville, New South Wales, Australia","2514 Via Cordona-Matraville, New South Wales, Australia",15531.0,1134125Vi80238,652.0,3374.99,269.9992,84.3748,3729.364
44013,2011-07-20T00:00:00,2011-08-01T00:00:00,2011-07-27T00:00:00,Shipped,SO44013,,10-4030-016928,Australia (Australia),"7793 Kaski Ln.-Goulburn, New South Wales, Australia","7793 Kaski Ln.-Goulburn, New South Wales, Australia",9126.0,534558Vi47091,652.0,3578.27,286.2616,89.4568,3953.9884
44014,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44014,,10-4030-027917,Southwest (United States),"5405 Glenellen Court-Long Beach, California, United States","5405 Glenellen Court-Long Beach, California, United States",14687.0,930214Vi76153,,3578.27,286.2616,89.4568,3953.9884
44015,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44015,,10-4030-013693,United Kingdom (United Kingdom),"3817 Green Hill Rd.-London, England, United Kingdom","3817 Green Hill Rd.-London, England, United Kingdom",1612.0,831031Vi8248,672.0,3578.27,286.2616,89.4568,3953.9884
44016,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44016,,10-4030-011247,United Kingdom (United Kingdom),"6516 Beauer Lane-Lancaster, England, United Kingdom","6516 Beauer Lane-Lancaster, England, United Kingdom",18337.0,131743Vi95230,672.0,3374.99,269.9992,84.3748,3729.364
44017,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44017,,10-4030-028078,Northwest (United States),"1293 Silverwood Drive-Lake Oswego, Oregon, United States","1293 Silverwood Drive-Lake Oswego, Oregon, United States",18877.0,531895Vi98057,,3578.27,286.2616,89.4568,3953.9884
44018,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44018,,10-4030-025876,Northwest (United States),"4421 Euclid Ave.-Walla Walla, Washington, United States","4421 Euclid Ave.-Walla Walla, Washington, United States",1052.0,433262Vi5263,,3374.99,269.9992,84.3748,3729.364
44019,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44019,,10-4030-016701,Australia (Australia),"4428 Jones Rd.-North Ryde, New South Wales, Australia","4428 Jones Rd.-North Ryde, New South Wales, Australia",16032.0,734545Vi82867,665.0,3578.27,286.2616,89.4568,3953.9884
44020,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44020,,10-4030-016931,Australia (Australia),"5957 Hill Drive-Brisbane, Queensland, Australia","5957 Hill Drive-Brisbane, Queensland, Australia",8632.0,1234560Vi44580,665.0,3578.27,286.2616,89.4568,3953.9884
44021,2011-07-21T00:00:00,2011-08-02T00:00:00,2011-07-28T00:00:00,Shipped,SO44021,,10-4030-011032,Australia (Australia),"626 Bentley Street-Melbourne, Victoria, Australia","626 Bentley Street-Melbourne, Victoria, Australia",11205.0,1235111Vi57811,665.0,3374.99,269.9992,84.3748,3729.364
44022,2011-07-22T00:00:00,2011-08-03T00:00:00,2011-07-29T00:00:00,Shipped,SO44022,,10-4030-022008,Canada (Canada),"9525 Canyon Way-Cliffside, British Columbia, Canada","9525 Canyon Way-Cliffside, British Columbia, Canada",7382.0,1230224Vi38283,680.0,3578.27,286.2616,89.4568,3953.9884
44023,2011-07-22T00:00:00,2011-08-03T00:00:00,2011-07-29T00:00:00,Shipped,SO44023,,10-4030-019830,Canada (Canada),"9818 Frisbie Court-Langford, British Columbia, Canada","9818 Frisbie Court-Langford, British Columbia, Canada",2858.0,933265Vi14869,680.0,3374.99,269.9992,84.3748,3729.364
44024,2011-07-22T00:00:00,2011-08-03T00:00:00,2011-07-29T00:00:00,Shipped,SO44024,,10-4030-016663,Australia (Australia),"4487 Coldwater Drive-Geelong, Victoria, Australia","4487 Coldwater Drive-Geelong, Victoria, Australia",3976.0,1234534Vi20959,678.0,3578.27,286.2616,89.4568,3953.9884
44025,2011-07-22T00:00:00,2011-08-03T00:00:00,2011-07-29T00:00:00,Shipped,SO44025,,10-4030-016708,Australia (Australia),"3189 La Salle St.-Lavender Bay, New South Wales, Australia","3189 La Salle St.-Lavender Bay, New South Wales, Australia",6608.0,1034549Vi34379,678.0,3578.27,286.2616,89.4568,3953.9884
44026,2011-07-22T00:00:00,2011-08-03T00:00:00,2011-07-29T00:00:00,Shipped,SO44026,,10-4030-017045,Australia (Australia),"6550 Mallard Dr-Melbourne, Victoria, Australia","6550 Mallard Dr-Melbourne, Victoria, Australia",,,678.0,3578.27,286.2616,89.4568,3953.9884
44027,2011-07-23T00:00:00,2011-08-04T00:00:00,2011-07-30T00:00:00,Shipped,SO44027,,10-4030-021921,Canada (Canada),"8108 Abbey Court-Oak Bay, British Columbia, Canada","8108 Abbey Court-Oak Bay, British Columbia, Canada",2640.0,230213Vi13719,693.0,3578.27,286.2616,89.4568,3953.9884
44028,2011-07-23T00:00:00,2011-08-04T00:00:00,2011-07-30T00:00:00,Shipped,SO44028,,10-4030-017048,Australia (Australia),"7065 Rock Creek Way-Darlinghurst, New South Wales, Australia","7065 Rock Creek Way-Darlinghurst, New South Wales, Australia",3004.0,433636Vi15758,691.0,3578.27,286.2616,89.4568,3953.9884
44029,2011-07-23T00:00:00,2011-08-04T00:00:00,2011-07-30T00:00:00,Shipped,SO44029,,10-4030-011050,Australia (Australia),"2741 Gainborough Dr.-Hobart, Tasmania, Australia","2741 Gainborough Dr.-Hobart, Tasmania, Australia",13645.0,234124Vi70714,691.0,3374.99,269.9992,84.3748,3729.364
44030,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44030,,10-4030-012131,France (France),"244, rue des Rosiers-Dunkerque, Nord, France","244, rue des Rosiers-Dunkerque, Nord, France",8038.0,1231023Vi41680,710.0,3578.27,286.2616,89.4568,3953.9884
44031,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44031,,10-4030-013689,United Kingdom (United Kingdom),"3883 Kirkwood Dr-York, England, United Kingdom","3883 Kirkwood Dr-York, England, United Kingdom",5552.0,131025Vi29067,711.0,3578.27,286.2616,89.4568,3953.9884
44032,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44032,,10-4030-011243,United Kingdom (United Kingdom),"4086 Emmons Canyon Lane-Esher-Molesey, England, United Kingdom","4086 Emmons Canyon Lane-Esher-Molesey, England, United Kingdom",3590.0,631741Vi18915,711.0,3399.99,271.9992,84.9998,3756.989
44033,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44033,,10-4030-016693,Australia (Australia),"6705 Tweed Lane-Caloundra, Queensland, Australia","6705 Tweed Lane-Caloundra, Queensland, Australia",9720.0,1234543Vi50098,704.0,3578.27,286.2616,89.4568,3953.9884
44034,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44034,,10-4030-016702,Australia (Australia),"7008 Buckingham Dr.-Cranbourne, Victoria, Australia","7008 Buckingham Dr.-Cranbourne, Victoria, Australia",2390.0,634546Vi12436,704.0,3578.27,286.2616,89.4568,3953.9884
44035,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44035,,10-4030-016707,Australia (Australia),"1160 Camelback Road-Hervey Bay, Queensland, Australia","1160 Camelback Road-Hervey Bay, Queensland, Australia",8507.0,1034548Vi43976,704.0,3578.27,286.2616,89.4568,3953.9884
44036,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44036,,10-4030-017046,Australia (Australia),"4091 Hill Meadow Pl.-Newcastle, New South Wales, Australia","4091 Hill Meadow Pl.-Newcastle, New South Wales, Australia",2190.0,834562Vi11421,704.0,3578.27,286.2616,89.4568,3953.9884
44037,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44037,,10-4030-025272,Australia (Australia),"9231 Santa Ana Drive-Springwood, New South Wales, Australia","9231 Santa Ana Drive-Springwood, New South Wales, Australia",18340.0,435430Vi95245,704.0,699.0982,55.9279,17.4775,772.5036
44038,2011-07-24T00:00:00,2011-08-05T00:00:00,2011-07-31T00:00:00,Shipped,SO44038,,10-4030-025868,Southwest (United States),"4591 Paso Del Rio Court-Woodland Hills, California, United States","4591 Paso Del Rio Court-Woodland Hills, California, United States",17758.0,235639Vi92124,,3399.99,271.9992,84.9998,3756.989
44039,2011-07-25T00:00:00,2011-08-06T00:00:00,2011-08-01T00:00:00,Shipped,SO44039,,10-4030-017971,France (France),"21, rue de Bas Marin-Colombes, Hauts de Seine, France","21, rue de Bas Marin-Colombes, Hauts de Seine, France",8186.0,630406Vi42437,723.0,699.0982,55.9279,17.4775,772.5036
44040,2011-07-25T00:00:00,2011-08-06T00:00:00,2011-08-01T00:00:00,Shipped,SO44040,,10-4030-011057,Australia (Australia),"6930 Lake Nadine Place-Lane Cove, New South Wales, Australia","6930 Lake Nadine Place-Lane Cove, New South Wales, Australia",2264.0,1134129Vi11841,717.0,3374.99,269.9992,84.3748,3729.364
44041,2011-07-25T00:00:00,2011-08-06T00:00:00,2011-08-01T00:00:00,Shipped,SO44041,,10-4030-016742,Australia (Australia),"2159 Barbie Dr.-Wollongong, New South Wales, Australia","2159 Barbie Dr.-Wollongong, New South Wales, Australia",10308.0,1234554Vi53189,717.0,3578.27,286.2616,89.4568,3953.9884
44042,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44042,,10-4030-013678,United Kingdom (United Kingdom),"9236 Woodland Drive/Unit B-High Wycombe, England, United Kingdom","9236 Woodland Drive/Unit B-High Wycombe, England, United Kingdom",10199.0,931017Vi52610,737.0,3578.27,286.2616,89.4568,3953.9884
44043,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44043,,10-4030-013679,United Kingdom (United Kingdom),"1102 Geary Ct-Lancaster, England, United Kingdom","1102 Geary Ct-Lancaster, England, United Kingdom",9615.0,531019Vi49554,737.0,3578.27,286.2616,89.4568,3953.9884
44044,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44044,,10-4030-013690,United Kingdom (United Kingdom),"4179 Green St.-W. York, England, United Kingdom","4179 Green St.-W. York, England, United Kingdom",10386.0,931026Vi53564,737.0,3578.27,286.2616,89.4568,3953.9884
44045,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44045,,10-4030-028394,France (France),"4244, rue Surcouf-Morangis, Essonne, France","4244, rue Surcouf-Morangis, Essonne, France",6432.0,231744Vi33376,736.0,3399.99,271.9992,84.9998,3756.989
44046,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44046,,10-4030-028064,Northwest (United States),"4555 Hackney Lane-Beaverton, Oregon, United States","4555 Hackney Lane-Beaverton, Oregon, United States",9195.0,631887Vi47443,,3578.27,286.2616,89.4568,3953.9884
44047,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44047,,10-4030-025878,Southwest (United States),"3029 Heather Leaf Ln.-Los Angeles, California, United States","3029 Heather Leaf Ln.-Los Angeles, California, United States",9227.0,1033263Vi47600,,3399.99,271.9992,84.9998,3756.989
44048,2011-07-26T00:00:00,2011-08-07T00:00:00,2011-08-02T00:00:00,Shipped,SO44048,,10-4030-016713,Australia (Australia),"7922 Rock Island Drive-East Brisbane, Queensland, Australia","7922 Rock Island Drive-East Brisbane, Queensland, Australia",6347.0,434551Vi32954,730.0,3578.27,286.2616,89.4568,3953.9884
44049,2011-07-27T00:00:00,2011-08-08T00:00:00,2011-08-03T00:00:00,Shipped,SO44049,,10-4030-013538,Germany (Germany),"Marienplatz 22225-Kassel, Hessen, Germany","Marienplatz 22225-Kassel, Hessen, Germany",560.0,531134Vi2901,747.0,3578.27,286.2616,89.4568,3953.9884
44050,2011-07-27T00:00:00,2011-08-08T00:00:00,2011-08-03T00:00:00,Shipped,SO44050,,10-4030-017050,Australia (Australia),"342 San Simeon-South Melbourne, Victoria, Australia","342 San Simeon-South Melbourne, Victoria, Australia",5892.0,533638Vi30764,743.0,3578.27,286.2616,89.4568,3953.9884
44051,2011-07-28T00:00:00,2011-08-09T00:00:00,2011-08-04T00:00:00,Shipped,SO44051,,10-4030-013691,United Kingdom (United Kingdom),"1936 Balance Ct-Billericay, England, United Kingdom","1936 Balance Ct-Billericay, England, United Kingdom",527.0,531030Vi2723,763.0,3578.27,286.2616,89.4568,3953.9884
44052,2011-07-28T00:00:00,2011-08-09T00:00:00,2011-08-04T00:00:00,Shipped,SO44052,,10-4030-016637,Australia (Australia),"7492 Duckhorn Court-Port Macquarie, New South Wales, Australia","7492 Duckhorn Court-Port Macquarie, New South Wales, Australia",16022.0,1034636Vi82830,756.0,3578.27,286.2616,89.4568,3953.9884
44053,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44053,,10-4030-019329,Germany (Germany),"Reiherweg 5944-Hamburg, Hessen, Germany","Reiherweg 5944-Hamburg, Hessen, Germany",17376.0,1030404Vi90264,773.0,699.0982,55.9279,17.4775,772.5036
44054,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44054,,10-4030-013542,Germany (Germany),"Buergermeister-ulrich-str 4499-Frankfurt, Hessen, Germany","Buergermeister-ulrich-str 4499-Frankfurt, Hessen, Germany",7682.0,731020Vi39787,773.0,3578.27,286.2616,89.4568,3953.9884
44055,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44055,,10-4030-013543,Germany (Germany),"Reiherweg 5944-Leipzig, Nordrhein-Westfalen, Germany","Reiherweg 5944-Leipzig, Nordrhein-Westfalen, Germany",,,773.0,3578.27,286.2616,89.4568,3953.9884
44056,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44056,,10-4030-013559,Germany (Germany),"Herzogstr 3899-Berlin, Hessen, Germany","Herzogstr 3899-Berlin, Hessen, Germany",11757.0,131032Vi60794,773.0,3578.27,286.2616,89.4568,3953.9884
44057,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44057,,10-4030-014577,Northwest (United States),"2946 Frame Ct-Corvallis, Oregon, United States","2946 Frame Ct-Corvallis, Oregon, United States",18925.0,133801Vi98320,,699.0982,55.9279,17.4775,772.5036
44058,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44058,,10-4030-011056,Australia (Australia),"5464 Janin Pl.-Newcastle, New South Wales, Australia","5464 Janin Pl.-Newcastle, New South Wales, Australia",5295.0,934128Vi27666,769.0,3374.99,269.9992,84.3748,3729.364
44059,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44059,,10-4030-016688,Australia (Australia),"9941 Roanwood Way-Findon, South Australia, Australia","9941 Roanwood Way-Findon, South Australia, Australia",4476.0,834541Vi23459,769.0,3578.27,286.2616,89.4568,3953.9884
44060,2011-07-29T00:00:00,2011-08-10T00:00:00,2011-08-05T00:00:00,Shipped,SO44060,,10-4030-025273,Australia (Australia),"9436 Oakmead-St. Leonards, New South Wales, Australia","9436 Oakmead-St. Leonards, New South Wales, Australia",1032.0,935431Vi5156,769.0,699.0982,55.9279,17.4775,772.5036
44061,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44061,,10-4030-027919,Northwest (United States),"7512 Sanford Street-Issaquah, Washington, United States","7512 Sanford Street-Issaquah, Washington, United States",2726.0,630216Vi14177,,3578.27,286.2616,89.4568,3953.9884
44062,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44062,,10-4030-028041,Northwest (United States),"5648 Roland Ct.-Olympia, Washington, United States","5648 Roland Ct.-Olympia, Washington, United States",11488.0,730229Vi59299,,3578.27,286.2616,89.4568,3953.9884
44063,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44063,,10-4030-011240,United Kingdom (United Kingdom),"76 Woodcrest Dr.-Watford, England, United Kingdom","76 Woodcrest Dr.-Watford, England, United Kingdom",4428.0,831740Vi23273,789.0,3399.99,271.9992,84.9998,3756.989
44064,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44064,,10-4030-022050,Canada (Canada),"5826 Limewood Pl.-Burnaby, British Columbia, Canada","5826 Limewood Pl.-Burnaby, British Columbia, Canada",9426.0,331884Vi48611,784.0,3578.27,286.2616,89.4568,3953.9884
44065,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44065,,10-4030-028062,Southwest (United States),"6206 Arthur Rd-Santa Monica, California, United States","6206 Arthur Rd-Santa Monica, California, United States",5660.0,231885Vi29607,,3578.27,286.2616,89.4568,3953.9884
44066,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44066,,10-4030-025867,Southwest (United States),"1019 Buchanan Road-Woodland Hills, California, United States","1019 Buchanan Road-Woodland Hills, California, United States",11278.0,1133260Vi58154,,3399.99,271.9992,84.9998,3756.989
44067,2011-07-30T00:00:00,2011-08-11T00:00:00,2011-08-06T00:00:00,Shipped,SO44067,,10-4030-017049,Australia (Australia),"6029 Camelback Road-Goulburn, New South Wales, Australia","6029 Camelback Road-Goulburn, New South Wales, Australia",13521.0,633637Vi70050,782.0,3578.27,286.2616,89.4568,3953.9884
44068,2011-07-31T00:00:00,2011-08-12T00:00:00,2011-08-07T00:00:00,Shipped,SO44068,,10-4030-013541,Germany (Germany),"Holzstr 4222-Hannover, Nordrhein-Westfalen, Germany","Holzstr 4222-Hannover, Nordrhein-Westfalen, Germany",10181.0,231018Vi52538,799.0,3578.27,286.2616,89.4568,3953.9884
44069,2011-07-31T00:00:00,2011-08-12T00:00:00,2011-08-07T00:00:00,Shipped,SO44069,,10-4030-028395,France (France),"11, rue de Cambrai-Orly, Val de Marne, France","11, rue de Cambrai-Orly, Val de Marne, France",,,801.0,3374.99,269.9992,84.3748,3729.364
44070,2011-07-31T00:00:00,2011-08-12T00:00:00,2011-08-07T00:00:00,Shipped,SO44070,,10-4030-019829,Canada (Canada),"3450 Villageoaks Dr.-Royal Oak, British Columbia, Canada","3450 Villageoaks Dr.-Royal Oak, British Columbia, Canada",16488.0,233264Vi85352,797.0,3374.99,269.9992,84.3748,3729.364
44071,2011-07-31T00:00:00,2011-08-12T00:00:00,2011-08-07T00:00:00,Shipped,SO44071,,10-4030-016691,Australia (Australia),"4345 Azoras Circle-Perth, South Australia, Australia","4345 Azoras Circle-Perth, South Australia, Australia",4758.0,834542Vi24974,795.0,3578.27,286.2616,89.4568,3953.9884
44072,2011-07-31T00:00:00,2011-08-12T00:00:00,2011-08-07T00:00:00,Shipped,SO44072,,10-4030-016656,Australia (Australia),"2479 Killdeer Court-Rhodes, New South Wales, Australia","2479 Killdeer Court-Rhodes, New South Wales, Australia",11841.0,634639Vi61177,795.0,3578.27,286.2616,89.4568,3953.9884
44073,2011-07-31T00:00:00,2011-08-12T00:00:00,2011-08-07T00:00:00,Shipped,SO44073,,10-4030-011044,Australia (Australia),"6935 Candle Dr-Hervey Bay, Queensland, Australia","6935 Candle Dr-Hervey Bay, Queensland, Australia",15467.0,835117Vi79877,795.0,3374.99,269.9992,84.3748,3729.364
44074,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44074,PO20213115982,10-4020-000216,Northeast (United States),"9975 Union St.-Waterbury, Connecticut, United States","9975 Union St.-Waterbury, Connecticut, United States",17368.0,125058Vi90218,,844.1043,80.9856,25.308,950.3979
44075,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44075,PO20155139653,10-4020-000092,Northwest (United States),"253950 N.E. 178th Place-Woodinville, Washington, United States","253950 N.E. 178th Place-Woodinville, Washington, United States",13278.0,115078Vi68861,,26447.022,2538.7545,793.3608,29779.1373
44076,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44076,PO19720140502,10-4020-000562,Central (United States),"Horizon Outlet-Woodbury, Minnesota, United States","Horizon Outlet-Woodbury, Minnesota, United States",15448.0,75088Vi79780,,4079.988,391.6788,122.3996,4594.0664
44077,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44077,PO19401178507,10-4020-000173,Canada (Canada),"595 Burning Street-Vancouver, British Columbia, Canada","595 Burning Street-Vancouver, British Columbia, Canada",6065.0,45149Vi31551,810.0,6105.3293,584.8735,182.773,6872.9758
44078,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44078,PO19169159771,10-4020-000272,Northwest (United States),"2507 Pacific Ave S-Tacoma, Washington, United States","2507 Pacific Ave S-Tacoma, Washington, United States",7829.0,95168Vi40533,,28045.3358,2702.18,844.4313,31591.9471
44079,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44079,PO19488118734,10-4020-000057,Central (United States),"25149 Howard Dr-West Chicago, Illinois, United States","25149 Howard Dr-West Chicago, Illinois, United States",19011.0,65211Vi98768,,25706.4831,2467.5891,771.1216,28945.1938
44080,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44080,PO18937118744,10-4020-000439,Southwest (United States),"Factory Stores/tucson-Tucson, Arizona, United States","Factory Stores/tucson-Tucson, Arizona, United States",7604.0,55229Vi39391,,11.4,0.988,0.3088,12.6968
44081,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44081,PO18299115585,10-4020-000118,Canada (Canada),"992 St Clair Ave East-Toronto, Ontario, Canada","992 St Clair Ave East-Toronto, Ontario, Canada",5110.0,105343Vi26747,810.0,37536.9632,3611.562,1128.6131,42277.1383
44082,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44082,PO17690137364,10-4020-000047,Canada (Canada),"55 Lakeshore Blvd East-Toronto, Ontario, Canada","55 Lakeshore Blvd East-Toronto, Ontario, Canada",8552.0,125349Vi44231,810.0,2039.994,195.8394,61.1998,2297.0332
44083,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44083,PO17719115878,10-4020-000631,Canada (Canada),"63 Free St.-Toronto, Ontario, Canada","63 Free St.-Toronto, Ontario, Canada",7454.0,55359Vi38653,810.0,1362.3067,130.1463,40.6707,1533.1237
44084,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44084,PO17835143404,10-4020-000551,Canada (Canada),"No. 25800-130 King Street West-Toronto, Ontario, Canada","No. 25800-130 King Street West-Toronto, Ontario, Canada",17600.0,15361Vi91370,810.0,8129.976,780.4777,243.8993,9154.353
44085,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44085,PO17545192039,10-4020-000155,Canada (Canada),"2511 Baker Road-Toronto, Ontario, Canada","2511 Baker Road-Toronto, Ontario, Canada",4357.0,85389Vi22856,810.0,20644.2343,1981.2698,619.1468,23244.6509
44086,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44086,PO17574175064,10-4020-000678,Canada (Canada),"9950 Ferrand Drive, 9th Floor-Toronto, Ontario, Canada","9950 Ferrand Drive, 9th Floor-Toronto, Ontario, Canada",12698.0,65401Vi65677,810.0,73761.5266,7108.6377,2221.4493,83091.6136
44087,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44087,PO16095130285,10-4020-000096,Southwest (United States),"25600 E St Andrews Pl-Santa Ana, California, United States","25600 E St Andrews Pl-Santa Ana, California, United States",8033.0,15594Vi41642,,5007.72,482.6446,150.8264,5641.191
44088,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44088,PO16269137565,10-4020-000624,Southwest (United States),"25250 N 90th St-Scottsdale, Arizona, United States","25250 N 90th St-Scottsdale, Arizona, United States",11056.0,105604Vi57044,,419.4589,40.2681,12.5838,472.3108
44089,2011-08-01T00:00:00,2011-08-13T00:00:00,2011-08-08T00:00:00,Shipped,SO44089,PO15950135717,10-4020-000114,Southwest (United States),"77 Beale Street/Room 99767c-San Francisco, California, United States","77 Beale Street/Room 99767c-San Francisco, California, United States",18407.0,95639Vi95621,,2097.2945,201.3403,62.9188,2361.5536
